Date,Open,High,Low,Close,Adj Close,Volume
600,8718100.0,8720650.0,8703100.0,8714200.0,8714200.0,1.0
600,8720300.0,8739300.0,8714100.0,8724299.0,8724299.0,1.0
600,8730900.0,8737700.0,8725700.0,8733600.0,8733600.0,1.0
600,8733600.0,8733600.0,8711200.0,8722900.0,8722900.0,1.0
600,8722900.0,8733300.0,8717700.0,8729300.0,8729300.0,0.9
600,8729300.0,8733600.0,8717700.0,8725300.0,8725300.0,0.9
600,8730600.0,8737600.0,8719200.0,8728000.0,8728000.0,1.0
600,8728000.0,8732400.0,8717100.0,8724500.0,8724500.0,0.0
600,8724500.0,8730600.0,8716900.0,8730500.0,8730500.0,1.0
600,8732200.0,8735100.0,8715800.0,8730500.0,8730500.0,1.0
600,8715100.0,8730500.0,8712400.0,8715100.0,8715100.0,1.0
600,8715100.0,8722500.0,8715100.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8717400.0,8717400.0,0.0
600,8717400.0,8720200.0,8717400.0,8719500.0,8719500.0,0.0
600,8720500.0,8720800.0,8715500.0,8716800.0,8716800.0,2.0
600,8716300.0,8720200.0,8713400.0,8715000.0,8715000.0,2.0
600,8715000.0,8716800.0,8712100.0,8714100.0,8714100.0,2.0
600,8714100.0,8715500.0,8708500.0,8710600.0,8710600.0,1.0
600,8710600.0,8710600.0,8700300.0,8701300.0,8701300.0,1.0
600,8714400.0,8714400.0,8705200.0,8714200.0,8714200.0,2.0
600,8714200.0,8714200.0,8710600.0,8711500.0,8711500.0,2.0
600,8711500.0,8712100.0,8703000.0,8711000.0,8711000.0,2.0
600,8711000.0,8715000.0,8710000.0,8711100.0,8711100.0,1.0
600,8711100.0,8711400.0,8701000.0,8705400.0,8705400.0,2.0
600,8719400.0,8721400.0,8710500.0,8716500.0,8716500.0,2.0
600,8717000.0,8717000.0,8711200.0,8714500.0,8714500.0,2.0
600,8714500.0,8714500.0,8710100.0,8711100.0,8711100.0,1.0
600,8711100.0,8711400.0,8711100.0,8711200.0,8711200.0,0.9
600,8700900.0,8712300.0,8700800.0,8711500.0,8711500.0,2.0
600,8711500.0,8711600.0,8710000.0,8711100.0,8711100.0,1.0
600,8711100.0,8711100.0,8705000.0,8706800.0,8706800.0,1.0
600,8706800.0,8707800.0,8700800.0,8706500.0,8706500.0,1.0
600,8706500.0,8710200.0,8700100.0,8706300.0,8706300.0,1.0
600,8706300.0,8712800.0,8705900.0,8712300.0,8712300.0,1.0
600,8712300.0,8713200.0,8706100.0,8711700.0,8711700.0,1.0
600,8711700.0,8713200.0,8711200.0,8713000.0,8713000.0,1.0
600,8713000.0,8714600.0,8712100.0,8713500.0,8713500.0,1.0
600,8713500.0,8714600.0,8712100.0,8712600.0,8712600.0,0.0
600,8712600.0,8713000.0,8711200.0,8711800.0,8711800.0,0.0
600,8711800.0,8711800.0,8709500.0,8710000.0,8710000.0,1.0
600,8709000.0,8713400.0,8705500.0,8713300.0,8713300.0,1.0
600,8713300.0,8713300.0,8700800.0,8710600.0,8710600.0,1.0
600,8708200.0,8713300.0,8706700.0,8713100.0,8713100.0,1.0
600,8713100.0,8713100.0,8711200.0,8711700.0,8711700.0,0.0
600,8711700.0,8711700.0,8711200.0,8711400.0,8711400.0,0.0
600,8711400.0,8711400.0,8711100.0,8711300.0,8711300.0,0.0
600,8711300.0,8711300.0,8709800.0,8710100.0,8710100.0,1.0
600,8708400.0,8710100.0,8706800.0,8707800.0,8707800.0,1.0
600,8707800.0,8710100.0,8707800.0,8710072.0,8710072.0,0.0
600,8710072.0,8710072.0,8702700.0,8705784.0,8705784.0,3.0
600,8705784.0,8710972.0,8702656.0,8703794.0,8703794.0,2.0
600,8711000.0,8711000.0,8703500.0,8710190.0,8710190.0,2.0
600,8710190.0,8710190.0,8701000.0,8705598.0,8705598.0,2.0
600,8702100.0,8705000.0,8700450.0,8702373.0,8702373.0,2.0
600,8715900.0,8723800.0,8701700.0,8718610.0,8718610.0,3.0
600,8718630.0,8719900.0,8704517.0,8713658.0,8713658.0,2.0
600,8713658.0,8714517.0,8703481.0,8711587.0,8711587.0,1.0
600,8711587.0,8712871.0,8702069.0,8711078.0,8711078.0,1.0
600,8711078.0,8711457.0,8701829.0,8705158.0,8705158.0,1.0
600,8705158.0,8706634.0,8703269.0,8703458.0,8703458.0,1.0
600,8703458.0,8714578.0,8703542.0,8713283.0,8713283.0,1.0
600,8727883.0,8733863.0,8718514.0,8727339.0,8727339.0,2.0
600,8733624.0,8737363.0,8733624.0,8735131.0,8735131.0,1.0
600,8736167.0,8737974.0,8730167.0,8732532.0,8732532.0,1.0
600,8732532.0,8740356.0,8732502.0,8737791.0,8737791.0,1.0
600,8737791.0,8737791.0,8721863.0,8725130.0,8725130.0,1.0
600,8712374.0,8717562.0,8710167.0,8711977.0,8711977.0,1.0
600,8709359.0,8717562.0,8701271.0,8711386.0,8711386.0,1.0
600,8711386.0,8711416.0,8703929.0,8711374.0,8711374.0,1.0
600,8711374.0,8711374.0,8703128.0,8706997.0,8706997.0,1.0
600,8707691.0,8711372.0,8703584.0,8711369.0,8711369.0,1.0
600,8711369.0,8717672.0,8711032.0,8716834.0,8716834.0,1.0
600,8716834.0,8726751.0,8715812.0,8725469.0,8725469.0,1.0
600,8725469.0,8733456.0,8725469.0,8729234.0,8729234.0,1.0
600,8729234.0,8730661.0,8713367.0,8716855.0,8716855.0,1.0
600,8716855.0,8723861.0,8715478.0,8718688.0,8718688.0,1.0
600,8718688.0,8723861.0,8716599.0,8720377.0,8720377.0,1.0
600,8718561.0,8720170.0,8710282.0,8711582.0,8711582.0,1.0
600,8711582.0,8711590.0,8703285.0,8711184.0,8711184.0,1.0
600,8709283.0,8717574.0,8703463.0,8717538.0,8717538.0,1.0
600,8717538.0,8718497.0,8713636.0,8715271.0,8715271.0,1.0
600,8715271.0,8715293.0,8708457.0,8712391.0,8712391.0,1.0
600,8704684.0,8716976.0,8703726.0,8715984.0,8715984.0,1.0
600,8715984.0,8723471.0,8714731.0,8715119.0,8715119.0,1.0
600,8715119.0,8723366.0,8713918.0,8714573.0,8714573.0,1.0
600,8726159.0,8732872.0,8726457.0,8732859.0,8732859.0,1.0
600,8739337.0,8741000.0,8722470.0,8733661.0,8733661.0,1.0
600,8733661.0,8737356.0,8726458.0,8737082.0,8737082.0,1.0
600,8743337.0,8743428.0,8726539.0,8737175.0,8737175.0,1.0
600,8743500.0,8743500.0,8731252.0,8737358.0,8737358.0,1.0
600,8737358.0,8737630.0,8730310.0,8735383.0,8735383.0,1.0
600,8735383.0,8739820.0,8730310.0,8735227.0,8735227.0,1.0
600,8735227.0,8736857.0,8731976.0,8732338.0,8732338.0,1.0
600,8733135.0,8740276.0,8733119.0,8736927.0,8736927.0,1.0
600,8736927.0,8740000.0,8735948.0,8739384.0,8739384.0,1.0
600,8743000.0,8746000.0,8737200.0,8743574.0,8743574.0,1.0
600,8743574.0,8745248.0,8736258.0,8741324.0,8741324.0,1.0
600,8741324.0,8741426.0,8731157.0,8736819.0,8736819.0,1.0
600,8737266.0,8737266.0,8712465.0,8724257.0,8724257.0,2.0
600,8719851.0,8730599.0,8711975.0,8719671.0,8719671.0,1.0
600,8719671.0,8723125.0,8707357.0,8715559.0,8715559.0,1.0
600,8715559.0,8716471.0,8705583.0,8712038.0,8712038.0,1.0
600,8708252.0,8719774.0,8703557.0,8710555.0,8710555.0,1.0
600,8710555.0,8711356.0,8702469.0,8705557.0,8705557.0,1.0
600,8705557.0,8711486.0,8700476.0,8705491.0,8705491.0,1.0
600,8714456.0,8714456.0,8705473.0,8712085.0,8712085.0,1.0
600,8705450.0,8716578.0,8705444.0,8716534.0,8716534.0,1.0
600,8716534.0,8717161.0,8712839.0,8714339.0,8714339.0,1.0
600,8714339.0,8714671.0,8710554.0,8712884.0,8712884.0,1.0
600,8712884.0,8714671.0,8710554.0,8712172.0,8712172.0,1.0
600,8712172.0,8713874.0,8711578.0,8712112.0,8712112.0,1.0
600,8703259.0,8716367.0,8702671.0,8711672.0,8711672.0,1.0
600,8711954.0,8712161.0,8707973.0,8711574.0,8711574.0,1.0
600,8711574.0,8711863.0,8703369.0,8708695.0,8708695.0,1.0
600,8708695.0,8717761.0,8708558.0,8717229.0,8717229.0,1.0
600,8717229.0,8722262.0,8713573.0,8716765.0,8716765.0,1.0
600,8716765.0,8723499.0,8714679.0,8716668.0,8716668.0,1.0
600,8717256.0,8723772.0,8716557.0,8723560.0,8723560.0,1.0
600,8723560.0,8724527.0,8718319.0,8722171.0,8722171.0,1.0
600,8722171.0,8724137.0,8719151.0,8722582.0,8722582.0,1.0
600,8722582.0,8724137.0,8719151.0,8723071.0,8723071.0,1.0
600,8723071.0,8724137.0,8718500.0,8723998.0,8723998.0,1.0
600,8723998.0,8724137.0,8718430.0,8721372.0,8721372.0,1.0
600,8716739.0,8721372.0,8708557.0,8713473.0,8713473.0,1.0
600,8713473.0,8715151.0,8708455.0,8715081.0,8715081.0,1.0
600,8715081.0,8715774.0,8709556.0,8711271.0,8711271.0,1.0
600,8711271.0,8711271.0,8702765.0,8705487.0,8705487.0,1.0
600,8715575.0,8715575.0,8710698.0,8713481.0,8713481.0,1.0
600,8713481.0,8713481.0,8709377.0,8712191.0,8712191.0,1.0
600,8709177.0,8710457.0,8701364.0,8705458.0,8705458.0,1.0
600,8705458.0,8712000.0,8703841.0,8706073.0,8706073.0,1.0
600,8706073.0,8716957.0,8705998.0,8714158.0,8714158.0,1.0
600,8714158.0,8725999.0,8713376.0,8725381.0,8725381.0,1.0
600,8730258.0,8737615.0,8727338.0,8735071.0,8735071.0,1.0
600,8735071.0,8740273.0,8734428.0,8734428.0,8734428.0,1.0
600,8734428.0,8734428.0,8715153.0,8723565.0,8723565.0,1.0
600,8723565.0,8727554.0,8713567.0,8718855.0,8718855.0,1.0
600,8718855.0,8720279.0,8717772.0,8717821.0,8717821.0,1.0
600,8717821.0,8720279.0,8704477.0,8711595.0,8711595.0,1.0
600,8711595.0,8717382.0,8711505.0,8714168.0,8714168.0,1.0
600,8714168.0,871418.0,8710376.0,8711587.0,8711587.0,1.0
600,8711587.0,8711935.0,8703148.0,8711496.0,8711496.0,1.0
600,8711496.0,8711596.0,8702579.0,8710314.0,8710314.0,1.0
600,8706257.0,8710682.0,8701675.0,8710541.0,8710541.0,1.0
600,8706099.0,8710174.0,8703775.0,8706859.0,8706859.0,1.0
600,8710383.0,8710698.0,8703368.0,8710178.0,8710178.0,1.0
600,8710873.0,8711517.0,8702980.0,8710316.0,8710316.0,1.0
600,8710316.0,8710661.0,8700372.0,8710185.0,8710185.0,1.0
600,8710185.0,8710661.0,8702980.0,8705599.0,8705599.0,1.0
600,8710593.0,8710593.0,8700473.0,8701575.0,8701575.0,1.0
600,8701575.0,8710593.0,8701385.0,8707399.0,8707399.0,1.0
600,8711000.0,8711000.0,8701465.0,8704092.0,8704092.0,1.0
600,8705569.0,8716456.0,8701877.0,8716429.0,8716429.0,2.0
600,8715500.0,8720062.0,8712552.0,8717898.0,8717898.0,1.0
600,8719337.0,8720000.0,8715658.0,8717797.0,8717797.0,1.0
600,8719475.0,8719573.0,8715094.0,8715634.0,8715634.0,1.0
600,8715585.0,8715585.0,8712546.0,8713584.0,8713584.0,1.0
600,8713584.0,8714128.0,8712187.0,8712984.0,8712984.0,1.0
600,8713535.0,8714128.0,8705547.0,8710281.0,8710281.0,1.0
600,8710278.0,8710847.0,8701154.0,8705638.0,8705638.0,1.0
600,8710084.0,8710630.0,8702399.0,8706556.0,8706556.0,1.0
600,8706732.0,8716871.0,8706557.0,8715530.0,8715530.0,1.0
600,8715530.0,8716871.0,8711764.0,8714497.0,8714497.0,1.0
600,8714519.0,8721668.0,8711384.0,8716850.0,8716850.0,1.0
600,8716850.0,8725000.0,8716800.0,8723350.0,8723350.0,1.0
600,8724000.0,8725000.0,8712000.0,8719650.0,8719650.0,1.0
600,8719650.0,8719800.0,8712573.0,8717127.0,8717127.0,1.0
600,8717127.0,8720000.0,8705000.0,8712378.0,8712378.0,1.0
600,8712378.0,8715000.0,8705000.0,8714136.0,8714136.0,1.0
600,8705000.0,8729998.0,8705000.0,8716050.0,8716050.0,1.0
600,8716050.0,8720000.0,8705000.0,8712971.0,8712971.0,1.0
600,8705000.0,8720000.0,8705000.0,8711174.0,8711174.0,1.0
600,8711174.0,8715000.0,8705000.0,8711592.0,8711592.0,1.0
600,8709000.0,8713776.0,8701500.0,8711672.0,8711672.0,1.0
600,8705000.0,8716859.0,8705000.0,8710585.0,8710585.0,1.0
600,8710585.0,8711371.0,8700184.0,8708759.0,8708759.0,1.0
600,8715164.0,8723367.0,8710762.0,8711269.0,8711269.0,1.0
600,8713373.0,8720367.0,8700279.0,8712456.0,8712456.0,1.0
600,8717574.0,8719516.0,8712300.0,8714692.0,8714692.0,1.0
600,8708499.0,8714776.0,8701792.0,8711282.0,8711282.0,1.0
600,8704250.0,8716577.0,8703250.0,8716054.0,8716054.0,1.0
600,8716054.0,8721460.0,8710273.0,8715874.0,8715874.0,1.0
600,8720575.0,8725556.0,8718934.0,8720514.0,8720514.0,1.0
600,8720514.0,8732871.0,8719272.0,8728029.0,8728029.0,1.0
600,8730000.0,8737438.0,8727980.0,8737403.0,8737403.0,1.0
600,8740000.0,8740000.0,8733151.0,8736851.0,8736851.0,1.0
601,8737499.0,8742511.0,8737214.0,8739937.0,8739937.0,1.0
601,8739937.0,8740000.0,8732119.0,8735537.0,8735537.0,1.0
601,8735537.0,8736165.0,8730626.0,8731338.0,8731338.0,1.0
601,8732000.0,8737319.0,8730268.0,8735875.0,8735875.0,1.0
602,8735875.0,8737000.0,8730521.0,8732473.0,8732473.0,1.0
603,8732473.0,8735256.0,8729537.0,8730277.0,8730277.0,1.0
604,8735000.0,8739999.0,8732100.0,8739991.0,8739991.0,1.0
605,8739991.0,8749999.0,8739991.0,8741136.0,8741136.0,1.0
606,8741136.0,8741149.0,8735500.0,8741042.0,8741042.0,1.0
606,8741042.0,8741042.0,8734624.0,8737464.0,8737464.0,1.0
606,8737464.0,8737630.0,8732400.0,8732400.0,8732400.0,1.0
606,8737691.0,8737851.0,8730111.0,8731138.0,8731138.0,1.0
607,8728357.0,8731851.0,8720272.0,8721251.0,8721251.0,1.0
607,8721251.0,8721261.0,8716263.0,8717386.0,8717386.0,1.0
608,8717386.0,8720375.0,8717304.0,8717694.0,8717694.0,1.0
610,8717758.0,8720079.0,8717929.0,8718715.0,8718715.0,1.0
610,8718599.0,8718675.0,8713977.0,8716771.0,8716771.0,1.0
611,8717568.0,8717856.0,8710913.0,8714639.0,8714639.0,1.0
611,8714639.0,8714682.0,8710487.0,8712087.0,8712087.0,1.0
612,8712184.0,8714478.0,8711164.0,8713195.0,8713195.0,1.0
613,8713195.0,8713554.0,8710755.0,8712072.0,8712072.0,1.0
614,8712198.0,8712816.0,8708557.0,8712123.0,8712123.0,1.0
615,8712116.0,8712632.0,8700794.0,8705682.0,8705682.0,1.0
616,8705756.0,8708526.0,8704373.0,8705084.0,8705084.0,1.0
617,8705191.0,8712169.0,8705191.0,8711371.0,8711371.0,1.0
618,8706796.0,8711000.0,8706754.0,8711584.0,8711584.0,1.0
618,8711970.0,8712838.0,8703450.0,8710378.0,8710378.0,1.0
618,8712042.0,8714851.0,8705867.0,8714838.0,8714838.0,1.0
618,8714838.0,8715000.0,8708000.0,8711472.0,8711472.0,1.0
619,8711472.0,8712800.0,8701777.0,8711875.0,8711875.0,1.0
619,8711875.0,8712800.0,8711322.0,8712598.0,8712598.0,1.0
620,8712598.0,8712994.0,8710775.0,8711322.0,8711322.0,1.0
621,8711659.0,8712186.0,8704375.0,8711731.0,8711731.0,1.0
622,8711673.0,8712160.0,8703598.0,8711954.0,8711954.0,1.0
623,8711954.0,8712975.0,8703568.0,8705494.0,8705494.0,1.0
623,8705494.0,8712374.0,8703984.0,8711477.0,8711477.0,1.0
624,8713474.0,8715272.0,8707675.0,8715258.0,8715258.0,1.0
627,8700680.0,8732564.0,8700525.0,8724531.0,8724531.0,1.0
628,8730387.0,8738547.0,8729347.0,8737128.0,8737128.0,1.0
629,8745040.0,8745328.0,8723752.0,8731267.0,8731267.0,1.0
630,8727559.0,8731250.0,8703978.0,8725643.0,8725643.0,1.0
630,8730997.0,8736021.0,8714000.0,8729942.0,8729942.0,1.0
630,8731658.0,8735351.0,8713668.0,8735137.0,8735137.0,1.0
631,8743150.0,8743310.0,8712277.0,8731664.0,8731664.0,1.0
632,8734150.0,8734150.0,8703580.0,8716580.0,8716580.0,1.0
635,8730861.0,8735139.0,8711672.0,8733369.0,8733369.0,1.0
636,8733369.0,8762116.0,8730158.0,8761558.0,8761558.0,1.0
636,8763137.0,8766339.0,8747500.0,8755742.0,8755742.0,1.0
637,8745249.0,8746934.0,8727311.0,8732861.0,8732861.0,1.0
637,8727459.0,8732578.0,8703769.0,8726451.0,8726451.0,1.0
638,8736000.0,8736000.0,8716157.0,8721862.0,8721862.0,1.0
639,8704157.0,8731766.0,8697167.0,8729137.0,8729137.0,1.0
640,8730000.0,8737319.0,8717568.0,8735132.0,8735132.0,1.0
640,8730000.0,8737638.0,8717499.0,8735291.0,8735291.0,1.0
641,8736759.0,8743639.0,8725671.0,8733961.0,8733961.0,1.0
642,8731764.0,8743856.0,8721764.0,8739419.0,8739419.0,1.0
643,8739419.0,8743237.0,8721269.0,8731965.0,8731965.0,1.0
643,8731965.0,8736139.0,8717736.0,8736118.0,8736118.0,1.0
644,8732558.0,8736155.0,8701777.0,8705675.0,8705675.0,1.0
645,8711179.0,8717579.0,8692599.0,8705651.0,8705651.0,1.0
646,8705651.0,8727350.0,8705478.0,8719470.0,8719470.0,1.0
647,8719470.0,8727316.0,8701797.0,8718330.0,8718330.0,1.0
647,8718330.0,8727300.0,8712459.0,8717179.0,8717179.0,1.0
647,8717179.0,8727635.0,8713479.0,8718853.0,8718853.0,1.0
648,8718853.0,8727786.0,8716757.0,8725374.0,8725374.0,1.0
648,8731757.0,8731766.0,8700484.0,8711789.0,8711789.0,1.0
649,8717474.0,8720476.0,8704444.0,8711793.0,8711793.0,1.0
649,8704299.0,8719158.0,8701754.0,8706463.0,8706463.0,1.0
649,8717578.0,8735557.0,8717612.0,8735093.0,8735093.0,1.0
650,8737399.0,8737399.0,8700971.0,8712161.0,8712161.0,1.0
651,8712161.0,8717785.0,8703782.0,8711774.0,8711774.0,1.0
652,8711875.0,8711956.0,8703779.0,8711774.0,8711774.0,1.0
653,8711774.0,8711781.0,8703399.0,8711781.0,8711781.0,1.0
654,8711781.0,8711791.0,8703986.0,8710366.0,8710366.0,1.0
655,8710366.0,8710372.0,8705457.0,8710188.0,8710188.0,1.0
656,8710188.0,8710269.0,8702793.0,8710173.0,8710173.0,1.0
656,8710173.0,8710263.0,8701787.0,8710189.0,8710189.0,1.0
657,8710517.0,8710517.0,8700377.0,8703179.0,8703179.0,1.0
658,8703179.0,8716755.0,8703179.0,8716371.0,8716371.0,1.0
658,8716371.0,8722377.0,8713388.0,8714862.0,8714862.0,1.0
658,8716177.0,8716262.0,8711568.0,8714499.0,8714499.0,1.0
660,8714883.0,8715000.0,8710545.0,8712084.0,8712084.0,1.0
660,8712084.0,8712832.0,8710545.0,8712658.0,8712658.0,1.0
660,8712630.0,8713168.0,8709557.0,8710784.0,8710784.0,1.0
661,8710954.0,8710964.0,8702083.0,8703752.0,8703752.0,1.0
662,8703752.0,8716354.0,8703378.0,8716311.0,8716311.0,1.0
662,8714584.0,8723938.0,8712516.0,8721161.0,8721161.0,1.0
663,8725358.0,8732400.0,8719154.0,8724458.0,8724458.0,1.0
666,8731000.0,8741000.0,8729000.0,8739999.0,8739999.0,1.0
667,8742000.0,8743000.0,8735000.0,8741000.0,8741000.0,1.0
668,8739000.0,8743000.0,8730000.0,8733000.0,8733000.0,1.0
668,8720159.0,8736000.0,8703750.0,8724350.0,8724350.0,2.0
668,8740000.0,8759937.0,8731252.0,8742891.0,8742891.0,2.0
669,8739252.0,8745558.0,8731847.0,8732329.0,8732329.0,1.0
670,8732830.0,8735556.0,8711768.0,8723262.0,8723262.0,1.0
670,8723262.0,8730639.0,8716730.0,8723000.0,8723000.0,1.0
670,8733351.0,8737364.0,8730529.0,8736520.0,8736520.0,1.0
671,8736520.0,8736520.0,8711272.0,8716861.0,8716861.0,1.0
672,8716861.0,8723961.0,8712957.0,8717838.0,8717838.0,1.0
673,8717838.0,8717860.0,8710543.0,8712005.0,8712005.0,1.0
673,8712005.0,8717574.0,8711358.0,8714724.0,8714724.0,1.0
674,8714730.0,8716564.0,8711516.0,8714367.0,8714367.0,1.0
675,8711598.0,8712412.0,8703458.0,8710387.0,8710387.0,1.0
675,8703957.0,8710169.0,8702776.0,8704770.0,8704770.0,1.0
676,8714000.0,8714000.0,8705238.0,8709372.0,8709372.0,1.0
679,8736356.0,8737861.0,8721764.0,8731157.0,8731157.0,1.0
680,8731157.0,8737539.0,8723830.0,8732119.0,8732119.0,1.0
680,8730469.0,8737756.0,8729356.0,8735238.0,8735238.0,1.0
681,8730682.0,8737756.0,8730319.0,8736115.0,8736115.0,1.0
682,8736059.0,8741299.0,8735637.0,8741068.0,8741068.0,1.0
683,8741068.0,8741068.0,8735397.0,8736764.0,8736764.0,1.0
683,8736764.0,8744235.0,8735722.0,8743750.0,8743750.0,1.0
684,8731158.0,8761957.0,8731158.0,8759330.0,8759330.0,1.0
684,87700.0,87740.0,87032.0,87133.0,87133.0,1.0
684,87133.0,87133.0,86807.0,86927.0,86927.0,1.0
684,86927.0,86927.0,86638.0,8681.8681,86927.0,1.0
684,86927.0,86927.0,86367.0,86527.0,86527.0,1.0
684,86527.0,86527.0,86021.99,86147.6,86147.6,1.0
684,86147.6,86307.0,86021.99,86029.42,86029.42,1.0
684,86029.42,86123.5,85747.31,85874.41,85874.41,1.0
68,85874.41,85874.41,85208.29,85335.22,85335.22,1.0
68,85335.22,85335.22,85148.21,85171.31,85171.31,1.0
68,85273.29,85273.29,84882.01,85121.79,85121.79,1.0
68,85004.82,85148.41,84947.22,85148.07,85148.07,1.0
69,85148.07,85273.91,85007.4,85126.17,85126.17,1.0
70,85126.17,85273.91,85007.4,85128.03,85128.03,1.0
72,85128.03,85302.34,85047.22,85138.59,85138.59,1.0
72,85208.42,85443.99,85148.58,85233.31,85233.31,1.0
72,85233.31,85312.81,85134.34,85248.05,85248.05,1.0
72,85350.0,85500.0,85248.05,85439.99,85439.99,1.0
72,85370.0,85480.0,85235.32,85398.26,85398.26,1.0
72,85403.99,85510.0,85332.81,85452.73,85452.73,1.0
72,85434.87,85525.0,85337.59,85432.07,85432.07,1.0
72,85432.07,85432.07,85253.92,85312.91,85312.91,1.0
72,85312.91,85336.31,85214.87,85232.5,85232.5,1.0
72,85232.5,85300.0,85139.12,85225.28,85225.28,1.0
72,85300.0,85373.13,85249.98,85327.34,85327.34,1.0
72,85327.34,85377.12,85254.33,85359.42,85359.42,1.0
72,85359.42,85495.14,85350.0,85434.17,85434.17,1.0
72,85434.17,85443.98,85250.0,85388.99,85388.99,1.0
72,85389.0,85499.99,85356.0,85447.92,85447.92,1.0
72,85447.92,85482.99,85430.0,85477.91,85477.91,1.0
72,85477.91,85483.0,85409.25,85412.39,85412.39,1.0
72,85412.39,85413.0,85311.0,85378.31,85378.31,1.0
72,85378.31,85416.31,85359.0,85372.81,85372.81,1.0
72,85372.81,85411.57,85368.01,85406.66,85406.66,1.0
72,85406.66,85412.49,85327.0,85368.41,85368.41,1.0
72,85368.41,85376.54,85309.01,85376.15,85376.15,1.0
72,85376.15,85406.0,85372.51,85398.37,85398.37,1.0
72,85409.1,85413.41,85392.41,85406.9,85406.9,1.0
72,85386.83,85400.0,85356.0,85367.44,85367.44,1.0
72,85385.97,85396.0,85300.0,85334.51,85334.51,1.0
72,85334.51,85343.74,85212.97,85257.22,85257.22,1.0
72,85257.22,85268.93,85116.59,85160.04,85160.04,1.0
72,85215.31,85333.74,85192.12,85219.83,85219.83,1.0
72,85219.83,85273.29,85122.12,85178.39,85178.39,1.0
72,85216.57,85365.28,85197.32,85334.56,85334.56,1.0
72,85334.56,85343.99,85231.29,85267.43,85267.43,1.0
72,85303.89,85483.49,85277.0,85473.46,85473.46,1.0
73,85473.46,85536.0,85447.01,85488.47,85488.47,1.0
73,85437.3,85438.8,85301.41,85378.18,85378.18,1.0
74,85378.18,85438.25,85328.28,85409.49,85409.49,1.0
74,85397.18,85440.75,85325.49,85375.74,85375.74,1.0
75,85445.99,85452.99,85308.65,85365.22,85365.22,1.0
76,85439.99,85445.16,85372.52,85442.59,85442.59,1.0
76,85432.0,85523.0,85430.0,85463.91,85463.91,1.0
77,85430.0,85440.25,85234.29,85336.24,85336.24,1.0
77,85311.0,85344.51,85211.0,85232.57,85232.57,1.0
78,85300.0,85357.18,85110.0,85151.3,85151.3,1.0
78,85232.99,85340.49,85114.32,85248.12,85248.12,1.0
80,85369.72,85473.49,85336.0,85472.13,85472.13,1.0
80,85472.13,85481.0,85322.46,85353.51,85353.51,1.0
80,85472.99,85483.12,85386.0,85481.13,85481.13,1.0
80,85472.99,85483.12,85386.0,85481.13,85481.13,1.0
80,85481.13,85481.13,85371.22,85438.6,85438.6,1.0
82,85438.6,85448.0,85359.0,85451.21,85451.21,1.0
83,85451.21,85455.16,85434.0,85444.01,85444.01,1.0
83,85444.01,85444.01,85337.25,85416.59,85416.59,1.0
84,85391.74,85433.89,85372.0,85404.17,85404.17,1.0
86,85426.72,85438.0,85301.0,85368.5,85368.5,2.77
88,85373.81,85436.0,85334.0,85404.31,85404.31,2.39
88,85435.51,85435.51,85217.25,85312.82,85312.82,3.55
88,85246.74,85314.53,85106.0,85235.31,85235.31,3.57
88,85305.72,85383.89,85242.81,85381.46,85381.46,2.46
88,85332.0,85383.0,85218.64,85321.0,85321.0,2.56
88,85409.7,85500.0,85341.61,85442.78,85442.78,2.79
88,85442.78,85442.78,85151.81,85213.33,85213.33,2.68
89,85161.28,85212.32,85018.0,85137.84,85137.84,2.36
89,85209.8,85363.5,85105.78,85357.61,85357.61,2.31
90,85373.53,85443.25,85355.0,85427.79,85427.79,2.07
91,85358.62,85438.0,85348.0,85386.23,85386.23,1.71
92,85416.0,85428.0,85230.0,85288.74,85288.74,1.88
93,85410.0,85410.0,85162.5,85250.0,85250.0,2.11
93,85430.0,85520.0,85238.75,85442.81,85442.81,2.37
94,85533.93,85544.0,85117.12,85217.26,85217.26,2.74
95,85424.99,85510.0,85313.49,85439.11,85439.11,2.12
96,85439.11,85443.11,85227.28,85338.51,85338.51,1.72
97,85269.49,85363.89,85120.34,85288.52,85288.52,1.89
98,85321.0,85365.47,85147.32,85350.0,85350.0,1.69
99,85310.0,85310.0,84997.21,85110.08,85110.08,2.35
99,85162.62,85453.64,85003.75,85246.31,85246.31,1.88
100,85404.74,85404.74,85135.21,85241.37,85241.37,1.59
101,85272.42,85377.0,85117.21,85294.63,85294.63,1.67
102,85340.0,85430.0,85208.61,85353.29,85353.29,1.51
103,85303.96,85352.62,85111.0,85231.92,85231.92,1.67
104,85231.92,85412.47,85131.11,85243.2,85243.2,1.63
105,85411.82,85412.0,84823.26,84848.54,84848.54,1.69
106,84848.54,84912.74,84665.12,84782.21,84782.21,1.65
107,84542.21,84930.0,84542.21,84817.59,84817.59,1.62
